Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Th,5/17/18,2720.13,459.139M,539.227M,1.9067,20.3081,3.2683
We,5/16/18,2722.46,488.057M,550.508M,1.903,20.33,3.2739
Tu,5/15/18,2711.45,549.76M,555.232M,1.9081,20.2364,3.2853
Mo,5/14/18,2730.13,506.1M,560.354M,1.8946,20.3761,3.3031
,,,,,,,
Fr,5/11/18,2727.72,501.535M,561.044M,1.8959,20.3585,3.3001
Th,5/10/18,2723.07,480.887M,574.662M,1.8958,20.3127,3.2944
We,5/9/18,2697.79,539.051M,577.878M,1.9111,20.1169,3.2449
Tu,5/8/18,2671.92,572.252M,574.828M,1.9287,19.922,3.2141
Mo,5/7/18,2672.63,503.528M,569.78M,1.9416,19.8897,3.1864
,,,,,,,
Fr,5/4/18,2663.42,507.718M,570.236M,1.9483,19.8219,3.1546
Th,5/3/18,2629.73,599.375M,569.011M,1.9702,19.5798,3.0781
We,5/2/18,2635.67,609.575M,563.368M,1.9655,21.1282,3.2448
Tu,5/1/18,2654.8,557.717M,554.241M,1.951,21.2816,3.2683
Mo,4/30/18,2648.05,694.643M,556.808M,1.9569,21.2274,3.26
,,,,,,,
Fr,4/27/18,2669.91,519.062M,548.144M,1.9406,21.4027,3.2869
Th,4/26/18,2666.94,628.367M,556.004M,1.9413,21.3789,3.2833
We,4/25/18,2639.4,558.915M,549.475M,1.9616,21.1581,3.2494
Tu,4/24/18,2634.56,626.588M,553.821M,1.9652,21.1193,3.2434
Mo,4/23/18,2670.29,516.445M,554.116M,1.9385,21.4057,3.2874
,,,,,,,
Fr,4/20/18,2670.14,705.812M,567.273M,1.9386,21.4045,3.2872
Th,4/19/18,2693.13,529.131M,569.954M,1.9221,21.5888,3.3155
We,4/18/18,2708.64,493.301M,580.222M,1.9106,21.7132,3.3346
Tu,4/17/18,2706.39,496.52M,593.107M,1.9122,21.6951,3.3319
Mo,4/16/18,2677.84,510.375M,604.992M,1.9326,21.4662,3.2967
,,,,,,,
Fr,4/13/18,2656.3,489.34M,618.326M,1.9483,21.2935,3.2702
Th,4/12/18,2663.99,514.726M,631.316M,1.9422,21.3552,3.2797
We,4/11/18,2642.19,472.68M,632.989M,1.9557,21.1804,3.2528
Tu,4/10/18,2656.87,596.219M,639.462M,1.9447,21.2981,3.2709
Mo,4/9/18,2613.16,564.683M,642.002M,1.9768,20.9477,3.2171
,,,,,,,
Fr,4/6/18,2604.47,636.953M,716.274M,1.9825,20.8781,3.2064
Th,4/5/18,2662.84,530.435M,708.328M,1.9388,21.346,3.2783
We,4/4/18,2644.69,624.104M,712.16M,1.951,21.2005,3.2559
Tu,4/3/18,2614.45,631.017M,710.87M,1.973,20.9594,3.2187
Mo,4/2/18,2581.88,713.793M,707.9M,1.9971,20.6992,3.1786
,,,,,,,
Fr,3/30/18,,,,,21.1739,3.2494
Th,3/29/18,2640.87,746.032M,699.021M,1.9531,21.1739,3.2494
We,3/28/18,2605,683.146M,684.287M,1.9784,20.8863,3.2053
Tu,3/27/18,2612.62,686.582M,676.729M,1.9668,20.9472,3.2148
Mo,3/26/18,2658.55,674.796M,668.279M,1.9326,21.3155,3.2713
,,,,,,,
Fr,3/23/18,2588.26,710.386M,664.608M,1.9851,20.7519,3.1849
Th,3/22/18,2643.69,684.189M,660.319M,1.9434,21.1964,3.2531
We,3/21/18,2711.93,539.819M,663.896M,1.8942,21.7435,3.337
Tu,3/20/18,2716.94,569.771M,677.96M,1.8891,21.7837,3.3432
Mo,3/19/18,2712.92,634.327M,681.434M,1.8919,21.7516,3.3382
,,,,,,,
Fr,3/16/18,2752.01,1.679B,676.455M,1.8682,22.0651,3.3863
Th,3/15/18,2747.33,517.767M,597.113M,1.871,22.0276,3.3806
We,3/14/18,2749.48,587.912M,598.557M,1.8689,22.0166,3.386
Tu,3/13/18,2765.31,604.761M,599.027M,1.8564,22.1441,3.4057
Mo,3/12/18,2783.02,586.467M,596.8M,1.8439,22.2859,3.4275
,,,,,,,
Fr,3/9/18,2786.57,580.605M,602.361M,1.8415,22.3144,3.4319
Th,3/8/18,2738.97,525.023M,601.761M,1.8733,21.9332,3.3702
We,3/7/18,2726.8,569.776M,608.917M,1.8799,21.8301,3.3573
Tu,3/6/18,2728.12,559.826M,606.85M,1.8787,21.8403,3.3585
Mo,3/5/18,2720.94,619.738M,620.044M,1.8832,21.7755,3.3497
,,,,,,,
Fr,3/2/18,2691.25,646.045M,644.48M,1.9036,21.5379,3.3126
Th,3/1/18,2677.67,737.842M,660.118M,1.9123,21.429,3.2959
We,2/28/18,2713.83,750.779M,661.999M,1.8843,21.7211,3.3348
Tu,2/27/18,2744.28,621.882M,684.624M,1.8622,21.953,3.3761
Mo,2/26/18,2779.6,559.643M,709.883M,1.8381,22.1612,3.4195
,,,,,,,
Fr,2/23/18,2747.3,488.629M,720.074M,1.8589,21.8894,3.3779
Th,2/22/18,2703.96,539.433M,729.032M,1.893,21.5432,3.3175
We,2/21/18,2701.33,594.961M,747.419M,1.8938,21.5316,3.3163
Tu,2/20/18,2716.26,571.355M,747.816M,1.8828,21.6441,3.3239
Mo,2/19/18,,,,,22.4702,3.3775
,,,,,,,
Fr,2/16/18,2732.22,669.883M,746.038M,1.8711,22.4702,3.3775
Th,2/15/18,2731.2,571.607M,739.34M,1.8711,22.4617,3.3765
We,2/14/18,2698.63,632.362M,738.163M,1.892,22.1939,3.3362
Tu,2/13/18,2662.94,538.762M,736.626M,1.9151,21.9003,3.2921
Mo,2/12/18,2656,757.737M,737.108M,1.9199,21.8433,3.2835
,,,,,,,
Fr,2/9/18,2619.55,986.284M,726.816M,1.9464,21.5435,3.2385
Th,2/8/18,2581,880.613M,711.325M,1.9736,21.2268,3.1908
We,2/7/18,2681.66,766.057M,692.105M,1.898,22.0205,3.3153
Tu,2/6/18,2695.14,1.09B,683.268M,1.8882,22.1312,3.3319
Mo,2/5/18,2648.94,1.001B,658.03M,1.9202,21.7518,3.2748
,,,,,,,
Fr,2/2/18,2762.13,712.515M,630.186M,1.8415,22.6812,3.4147
Th,2/1/18,2821.98,623.002M,615.601M,1.8007,23.1726,3.4887
We,1/31/18,2823.81,815.231M,609.392M,1.7977,23.1877,3.491
Tu,1/30/18,2822.43,600.918M,589.015M,1.7982,23.1764,3.4893
Mo,1/29/18,2853.53,544.693M,584.36M,1.7776,23.4317,3.5277
,,,,,,,
Fr,1/26/18,2872.87,569.404M,583.712M,1.7633,23.5906,3.5516
Th,1/25/18,2839.25,553.949M,583.172M,1.784,23.3145,3.5101
We,1/24/18,2837.54,609.308M,582.255M,1.7851,23.3004,3.508
Tu,1/23/18,2839.13,545.995M,575.892M,1.7841,23.3135,3.5099
Mo,1/22/18,2832.97,603.358M,570.213M,1.7876,23.2629,3.5023
,,,,,,,
Fr,1/19/18,2810.3,753.915M,549.725M,1.8018,23.0768,3.4743
Th,1/18/18,2798.03,592.317M,521.817M,1.8097,22.976,3.4591
We,1/17/18,2802.56,633.507M,503.016M,1.8072,23.0132,3.4647
Tu,1/16/18,2776.42,711.574M,487.694M,1.8242,22.7986,3.4324
Mo,1/15/18,,,,,22.8792,3.4445
,,,,,,,
Fr,1/12/18,2786.24,583.104M,474.36M,1.8174,22.8792,3.4445
Th,1/11/18,2767.56,493.748M,470.248M,1.8297,22.7258,3.4214
We,1/10/18,2748.23,529.856M,474.43M,1.8419,22.5666,3.3975
Tu,1/9/18,2751.29,509.578M,479.675M,1.8395,22.5917,3.4013
Mo,1/8/18,2747.71,531.092M,556.062M,1.8407,22.5642,3.3969
,,,,,,,
Fr,1/5/18,2743.15,534.97M,555.93M,1.8436,22.5268,3.3912
Th,1/4/18,2723.99,561.304M,557.009M,1.8566,22.3695,3.3675
We,1/3/18,2713.06,540.193M,556.5M,1.862,22.2797,3.354
Tu,1/2/18,2695.81,513.864M,554.524M,1.8728,22.138,3.3327
Mo,1/1/18,,,,,21.9555,3.3053
,,,,,,,
Fr,12/29/17,2673.61,460.819M,552.94M,1.8878,21.9555,3.3053
Th,12/28/17,2687.54,296.035M,557.289M,1.8777,22.0699,3.3225
We,12/27/17,2682.62,335.29M,572.991M,1.881,22.0295,3.3164
Tu,12/26/17,2680.5,310.308M,592.865M,1.877,22.0121,3.3138
Mo,12/25/17,,,,,22.0354,3.3173
,,,,,,,
Fr,12/22/17,2683.34,403.669M,620.496M,1.8843,22.0354,3.3173
Th,12/21/17,2684.57,511.566M,638.294M,1.8841,22.0455,3.3188
We,12/20/17,2679.25,521.434M,673.624M,1.8878,22.0018,3.3122
Tu,12/19/17,2681.47,556.473M,682.436M,1.8855,22.0199,3.315
Mo,12/18/17,2690.16,608.529M,681.523M,1.8794,22.0913,3.3257
,,,,,,,
Fr,12/15/17,2675.81,1.655B,673.074M,1.8876,21.9735,3.308
Th,12/14/17,2652.01,529.124M,576.341M,1.9041,21.778,3.2785
We,12/13/17,2662.85,551.155M,569.169M,1.8964,21.867,3.292
Tu,12/12/17,2664.11,553.661M,566.138M,1.8935,21.8774,3.2935
Mo,12/11/17,2659.99,510.557M,560.32M,1.8962,21.8436,3.2884
,,,,,,,
Fr,12/8/17,2651.5,490.109M,565.615M,1.9023,21.7739,3.2779
Th,12/7/17,2636.98,526.054M,566.143M,1.9119,21.6547,3.2559
We,12/6/17,2629.27,531.558M,565.913M,1.9163,21.5901,3.2463
Tu,12/5/17,2629.57,633.406M,566.083M,1.9158,21.4902,3.2434
Mo,12/4/17,2639.44,724.763M,557.822M,1.9083,21.5709,3.2527
,,,,,,,
Fr,12/1/17,2642.22,670.644M,543.807M,1.9062,21.5925,3.2561
Th,11/30/17,2647.58,1.042B,534.713M,1.902,21.6362,3.2587
We,11/29/17,2626.07,653.622M,499.278M,1.9113,21.4608,3.2356
Tu,11/28/17,2627.04,542.768M,492.147M,1.9085,21.4658,3.2383
Mo,11/27/17,2601.42,481.797M,493.515M,1.927,21.2558,3.204
,,,,,,,
Fr,11/24/17,2602.42,204.38M,496.222M,1.9257,21.264,3.2052
Th,11/23/17,,,,,21.2204,3.1987
We,11/22/17,2597.08,421.544M,521.824M,1.9295,21.2204,3.1987
Tu,11/21/17,2599.03,505.692M,530.166M,1.9273,21.2347,3.1979
Mo,11/20/17,2582.14,466.385M,538.137M,1.9397,21.0634,3.1431
,,,,,,,
Fr,11/17/17,2578.85,589.986M,545.008M,1.9416,21.0352,3.1392
Th,11/16/17,2585.64,498.027M,548.716M,1.936,21.0913,3.1489
We,11/15/17,2564.62,522.6M,553.099M,1.9488,20.9215,3.1301
Tu,11/14/17,2578.87,534.119M,559.15M,1.9361,21.0304,3.1784
Mo,11/13/17,2584.84,509.487M,557.163M,1.9323,21.08,3.1899
,,,,,,,
Fr,11/10/17,2582.3,514.541M,557.589M,1.9344,21.0563,3.1849
Th,11/9/17,2584.62,534.23M,565.373M,1.9306,21.0775,3.1876
We,11/8/17,2594.38,509.992M,561.432M,1.921,21.1511,3.1822
Tu,11/7/17,2590.64,546.662M,555.843M,1.9236,21.1119,3.181
Mo,11/6/17,2591.13,563.277M,548.998M,1.9231,21.119,3.1524
,,,,,,,
Fr,11/3/17,2587.84,522.406M,540.535M,1.9253,21.0876,3.1405
Th,11/2/17,2579.85,588.411M,538.91M,1.9289,21.0019,3.1049
We,11/1/17,2579.36,546.676M,536.272M,1.929,21.5661,3.2481
Tu,10/31/17,2575.26,625.261M,532.242M,1.9321,21.5318,3.243
Mo,10/30/17,2572.83,569.442M,519.181M,1.9335,21.5115,3.2399
,,,,,,,
Fr,10/27/17,2581.07,645.608M,507.739M,1.9263,21.5804,3.2503
Th,10/26/17,2560.4,563.773M,494.855M,1.9418,21.4076,3.2242
We,10/25/17,2557.15,613.367M,487.572M,1.9448,21.3804,3.2202
Tu,10/24/17,2569.13,504.319M,475.753M,1.9358,21.4806,3.2353
Mo,10/23/17,2564.98,515.87M,470.439M,1.9386,21.4459,3.23
,,,,,,,
Fr,10/20/17,2575.21,631.305M,467.467M,1.9306,21.5314,3.2429
Th,10/19/17,2562.1,475.108M,460.927M,1.9456,21.4218,3.2264
We,10/18/17,2561.26,426.16M,460.558M,1.946,21.4148,3.2253
Tu,10/17/17,2559.36,443.987M,466.971M,1.9471,21.3989,3.2229
Mo,10/16/17,2557.64,436.333M,468.774M,1.9485,21.3845,3.2208
,,,,,,,
Fr,10/13/17,2553.17,498.032M,477.19M,1.9515,21.3472,3.2152
Th,10/12/17,2550.93,548.845M,474.186M,1.9492,21.3284,3.2123
We,10/11/17,2555.24,486.226M,468.534M,1.9451,21.3645,3.2178
Tu,10/10/17,2550.64,429.348M,472.01M,1.9482,21.326,3.212
Mo,10/9/17,2544.73,397.803M,476.817M,1.9522,21.2766,3.2045
,,,,,,,
Fr,10/6/17,2549.33,452.348M,484.802M,1.9486,21.3151,3.2103
Th,10/5/17,2552.07,454.53M,550.348M,1.9457,21.338,3.2138
We,10/4/17,2537.74,436.085M,555.606M,1.9549,21.2183,3.1955
Tu,10/3/17,2534.58,424.599M,559.343M,1.9566,21.1919,3.1915
Mo,10/2/17,2529.12,471.297M,563.764M,1.9604,21.1463,3.1847
,,,,,,,
Fr,9/29/17,2519.36,533.211M,566.723M,1.9679,21.0647,3.1724
Th,9/28/17,2510.06,469.559M,564.638M,1.975,20.9869,3.1607
We,9/27/17,2507.04,522.365M,567.76M,1.9757,20.9617,3.1569
Tu,9/26/17,2496.84,471.033M,568.871M,1.9838,20.8764,3.144
Mo,9/25/17,2496.66,562.565M,574.411M,1.9837,20.8749,3.1438
,,,,,,,
Fr,9/22/17,2502.22,452.975M,563.781M,1.9793,20.9214,3.1508
Th,9/21/17,2500.6,464.068M,576.596M,1.9857,20.9078,3.1487
We,9/20/17,2508.24,538.367M,573.103M,1.9794,20.9717,3.1584
Tu,9/19/17,2506.65,501.443M,564.181M,1.9807,20.9584,3.1564
Mo,9/18/17,2503.87,517.578M,559.02M,1.9828,20.9453,3.1529
,,,,,,,
Fr,9/15/17,2500.23,1.436B,552.793M,1.9875,20.9148,3.1483
Th,9/14/17,2495.62,533.391M,488.426M,1.9905,20.8765,3.139
We,9/13/17,2498.37,492.139M,481.478M,1.9864,20.8995,3.1425
Tu,9/12/17,2496.48,490.924M,477.302M,1.9877,20.8837,3.1401
Mo,9/11/17,2488.11,515.684M,475.34M,1.9939,20.8137,3.1295
,,,,,,,
Fr,9/8/17,2461.43,501.931M,481.279M,2.0154,20.5905,3.0871
Th,9/7/17,2465.1,516.387M,482.625M,2.012,20.6206,3.0938
We,9/6/17,2465.54,539.031M,478.056M,2.0096,20.626,3.0943
Tu,9/5/17,2457.85,554.135M,471.475M,2.0154,20.5605,3.0814
Mo,9/4/17,,,,,20.7163,3.102
,,,,,,,
Fr,9/1/17,2476.55,403.109M,465.223M,2.0001,20.7163,3.102
Th,8/31/17,2471.65,645.209M,467.832M,2.0022,20.6751,3.0947
We,8/30/17,2457.59,411.66M,461.09M,2.0081,20.557,3.0663
Tu,8/29/17,2446.3,404.55M,464.49M,2.0137,20.4606,3.0543
Mo,8/28/17,2444.24,424.022M,468.168M,2.0139,20.4437,3.052
,,,,,,,
Fr,8/25/17,2443.05,424.179M,469.999M,2.0146,20.4338,3.0505
Th,8/24/17,2438.97,470.045M,474.872M,2.0174,20.4001,3.0424
We,8/23/17,2444.04,429.163M,477.664M,2.0131,20.415,3.0537
Tu,8/22/17,2452.51,429.507M,485.694M,2.0054,20.4856,3.0626
Mo,8/21/17,2428.37,461.494M,491.79M,2.0249,20.2677,3.0303
,,,,,,,
Fr,8/18/17,2425.55,604.768M,507.146M,2.0271,20.2443,3.0268
Th,8/17/17,2430.01,522.122M,500.539M,2.0229,20.2816,3.0397
We,8/16/17,2468.11,447.838M,509.384M,1.9915,20.6012,3.093
Tu,8/15/17,2464.61,440.317M,515.939M,1.9919,20.5391,3.0897
Mo,8/14/17,2465.84,460.363M,529.861M,1.989,20.5504,3.0959
,,,,,,,
Fr,8/11/17,2441.32,442.235M,538.262M,2.0087,20.3451,3.0651
Th,8/10/17,2438.21,544.085M,546.267M,2.0109,20.3183,3.0612
We,8/9/17,2474.02,462.661M,544.056M,1.9796,20.6156,3.1128
Tu,8/8/17,2474.92,459.725M,544.316M,1.9777,20.624,3.061
Mo,8/7/17,2480.91,451.477M,542.648M,1.9715,20.6664,3.0638
,,,,,,,
Fr,8/4/17,2476.83,497.282M,541.673M,1.9744,20.6311,3.0392
Th,8/3/17,2472.16,511.922M,537.815M,1.978,20.5725,2.9901
We,8/2/17,2477.57,549.614M,536.185M,1.9714,20.7232,3.0205
Tu,8/1/17,2476.35,520.941M,532.347M,1.9713,21.5936,3.1805
Mo,7/31/17,2470.3,691.835M,528.492M,1.9761,21.5408,3.1727
,,,,,,,
Fr,7/28/17,2472.1,505.672M,515.089M,1.9745,21.5565,3.175
Th,7/27/17,2475.42,654.796M,511.919M,1.9715,21.5855,3.1793
We,7/26/17,2477.83,546.161M,505.201M,1.9686,21.6065,3.1824
Tu,7/25/17,2477.13,649.139M,506.685M,1.9723,21.6004,3.1815
Mo,7/24/17,2469.91,586.388M,486.141M,1.9781,21.5375,3.1722
,,,,,,,
Fr,7/21/17,2472.54,562.308M,489.801M,1.9754,21.5604,3.1756
Th,7/20/17,2473.45,510.915M,494.153M,1.9747,21.5683,3.1767
We,7/19/17,2473.83,466.562M,494.151M,1.9739,21.5716,3.1772
Tu,7/18/17,2460.61,434.71M,499.487M,1.984,21.4564,3.1603
Mo,7/17/17,2459.14,436.852M,502.737M,1.9851,21.4436,3.1584
,,,,,,,
Fr,7/14/17,2459.27,439.411M,544.185M,1.9844,21.4447,3.1585
Th,7/13/17,2447.83,487.475M,550.069M,1.9937,21.3449,3.1438
We,7/12/17,2443.25,492.047M,552.941M,1.9969,21.305,3.138
Tu,7/11/17,2425.53,463.115M,553.838M,2.0111,21.1506,3.1152
Mo,7/10/17,2427.43,490.787M,557.191M,2.009,21.1672,3.1176
,,,,,,,
Fr,7/7/17,2425.18,458.122M,632.056M,2.0109,21.1475,3.1148
Th,7/6/17,2409.75,554.02M,641.188M,2.0237,21.013,3.0949
We,7/5/17,2432.54,568.418M,644.993M,2.0035,21.2117,3.1242
Tu,7/4/17,,,,,21.1809,3.1197
Mo,7/3/17,2429.01,340.989M,652.042M,1.9684,21.1809,3.1197
,,,,,,,
Fr,6/30/17,2423.41,641.279M,678.072M,1.9714,21.1321,3.1125
Th,6/29/17,2419.7,627.587M,685.659M,1.9738,21.0997,3.1077
We,6/28/17,2440.69,510.888M,687.542M,1.9566,21.2828,3.1347
Tu,6/27/17,2419.38,546.61M,691.39M,1.9727,21.0969,3.1073
Mo,6/26/17,2439.07,483.461M,690.33M,1.9568,21.2677,3.1291
,,,,,,,
Fr,6/23/17,2438.3,1.059B,687.705M,1.9572,21.261,3.1281
Th,6/22/17,2434.5,527.671M,654.719M,1.9603,21.2277,3.1232
We,6/21/17,2435.61,530.55M,657.828M,1.9594,21.2375,3.1246
Tu,6/20/17,2437.03,505.506M,683.966M,1.958,21.2499,3.1265
Mo,6/19/17,2453.46,513.417M,681.741M,1.9448,21.3931,3.1475
,,,,,,,
Fr,6/16/17,2433.15,1.614B,674.172M,1.9586,21.216,3.1215
Th,6/15/17,2432.46,595.105M,600.586M,1.9591,21.21,3.1206
We,6/14/17,2437.92,611.088M,591.805M,1.9523,21.2575,3.1305
Tu,6/13/17,2440.35,674.153M,582.159M,1.9498,21.2787,3.1337
Mo,6/12/17,2429.39,731.444M,570.224M,1.9575,21.1842,3.1196
,,,,,,,
Fr,6/9/17,2431.77,755.078M,568.855M,1.9552,21.2049,3.1227
Th,6/8/17,2433.79,655.84M,558.755M,1.9533,21.2225,3.1241
We,6/7/17,2433.14,568.595M,562.039M,1.9534,21.214,3.1226
Tu,6/6/17,2429.33,530.72M,557.787M,1.957,21.1807,3.1168
Mo,6/5/17,2436.1,444.088M,556.511M,1.9515,21.2395,3.124
,,,,,,,
Fr,6/2/17,2439.07,563.766M,557.495M,1.9488,21.2655,3.1227
Th,6/1/17,2430.06,574.309M,554.106M,1.9572,21.1869,3.1023
We,5/31/17,2411.8,922.618M,548.743M,1.9712,21.0042,3.0813
Tu,5/30/17,2412.91,472.129M,520.158M,1.9683,21.0086,3.0822
Mo,5/29/17,,,,,21.0323,3.0875
,,,,,,,
Fr,5/26/17,2415.82,399.885M,522.785M,1.9643,21.0323,3.0875
Th,5/25/17,2415.07,509.98M,527.928M,1.9639,21.0272,3.0841
We,5/24/17,2404.39,463.388M,531.492M,1.9718,20.9041,3.0764
Tu,5/23/17,2398.42,466.397M,538.81M,1.9763,20.8487,3.0694
Mo,5/22/17,2394.02,495.129M,547.092M,1.9798,20.807,3.03
,,,,,,,
Fr,5/19/17,2381.73,710.909M,547.188M,1.9898,20.7111,3.0132
Th,5/18/17,2365.72,603.569M,542.977M,2.0031,20.5766,3.0004
We,5/17/17,2357.03,705.109M,540.148M,2.0099,20.4881,2.995
Tu,5/16/17,2400.67,504.811M,530.57M,1.9719,20.865,3.0802
Mo,5/15/17,2402.32,511.578M,535.775M,1.968,20.8811,3.0869
,,,,,,,
Fr,5/12/17,2390.9,458.846M,540.963M,1.9761,20.7818,3.0722
Th,5/11/17,2394.44,512.933M,551.466M,1.9731,20.8129,3.0765
We,5/10/17,2399.63,493.871M,554.643M,1.9667,20.8527,3.0874
Tu,5/9/17,2396.92,493.834M,555.584M,1.9666,20.8174,3.0594
Mo,5/8/17,2399.38,511.529M,553.798M,1.9639,20.8324,3.0529
,,,,,,,
Fr,5/5/17,2399.29,477.041M,549.323M,1.9481,20.8245,3.0319
Th,5/4/17,2389.52,563.427M,548.971M,1.9561,20.7142,2.9397
We,5/3/17,2388.13,573.168M,544.956M,1.957,20.6944,2.9073
Tu,5/2/17,2391.17,590.628M,538.807M,1.9539,21.6878,3.15
Mo,5/1/17,2388.33,496.56M,528.249M,1.9562,21.662,3.1462
,,,,,,,
Fr,4/28/17,2384.2,647.742M,526.029M,1.9595,21.6246,3.1411
Th,4/27/17,2388.77,561.146M,517.615M,1.9557,21.666,3.1471
We,4/26/17,2387.45,561.433M,517.269M,1.9542,21.6541,3.1454
Tu,4/25/17,2388.61,582.878M,511.983M,1.9532,21.6646,3.1469
Mo,4/24/17,2374.15,589.41M,515.741M,1.9652,21.5334,3.1278
,,,,,,,
Fr,4/21/17,2348.69,616.383M,517.771M,1.986,21.3025,3.0943
Th,4/20/17,2355.84,560.587M,509.278M,1.98,21.3674,3.1037
We,4/19/17,2338.17,507.986M,501.819M,1.9949,21.2071,3.0804
Tu,4/18/17,2342.19,467.053M,502.21M,1.9909,21.2436,3.0857
Mo,4/17/17,2349.01,444.402M,507.314M,1.9851,21.3054,3.0947
,,,,,,,
Fr,4/14/17,,,,,21.1235,3.0683
Th,4/13/17,2328.95,471.754M,514.933M,2.0021,21.1235,3.0683
We,4/12/17,2344.93,503.214M,518.004M,1.9884,21.2684,3.0894
Tu,4/11/17,2353.78,480.922M,522.797M,1.9808,21.3487,3.101
Mo,4/10/17,2357.16,432.267M,534.953M,1.9768,21.3793,3.1055
,,,,,,,
Fr,4/7/17,2355.54,463.261M,538.906M,1.9772,21.3646,3.1033
Th,4/6/17,2357.49,521.533M,615.584M,1.9755,21.3823,3.1059
We,4/5/17,2352.95,555.958M,614.374M,1.9785,21.3412,3.0999
Tu,4/4/17,2360.16,482.139M,613.224M,1.9728,21.4065,3.1094
Mo,4/3/17,2358.84,639.247M,610.825M,1.9726,21.3946,3.1077
,,,,,,,
Fr,3/31/17,2362.72,619.867M,599.645M,1.9688,21.4298,3.1128
Th,3/30/17,2368.06,488.975M,593.833M,1.9644,21.4782,3.1198
We,3/29/17,2361.13,448.71M,595.548M,1.9698,21.4154,3.1107
Tu,3/28/17,2358.57,513.845M,602.072M,1.9709,21.3921,3.1073
Mo,3/27/17,2341.59,543.614M,601.02M,1.985,21.2444,3.0849
,,,,,,,
Fr,3/24/17,2343.98,558.692M,599.376M,1.983,21.2661,3.0881
Th,3/23/17,2345.96,517.825M,594.905M,1.9814,21.2841,3.0907
We,3/22/17,2348.45,575.103M,595.691M,1.9792,21.3072,3.094
Tu,3/21/17,2344.02,663.26M,601.245M,1.9826,21.2663,3.0882
Mo,3/20/17,2373.47,491.569M,608.318M,1.9578,21.5335,3.127
,,,,,,,
Fr,3/17/17,2378.25,1.613B,608.028M,1.9572,21.5768,3.1333
Th,3/16/17,2381.38,503.387M,541.177M,1.9546,21.6028,3.1374
We,3/15/17,2385.26,538.716M,544.428M,1.9509,21.6386,3.1424
Tu,3/14/17,2365.45,446.149M,543.268M,1.9683,21.4589,3.1157
Mo,3/13/17,2373.47,471.549M,552.096M,1.9609,21.5316,3.1263
,,,,,,,
Fr,3/10/17,2372.6,532.686M,565.076M,1.961,21.5237,3.1251
Th,3/9/17,2364.87,514.693M,565.357M,1.9673,21.4536,3.1138
We,3/8/17,2362.98,546.572M,569.45M,1.9687,21.4382,3.1101
Tu,3/7/17,2368.39,498.068M,569.499M,1.9636,21.4872,3.1166
Mo,3/6/17,2375.31,518.956M,569.784M,1.9564,21.5494,3.1251
,,,,,,,
Fr,3/3/17,2383.12,491.617M,569.381M,1.9619,21.6199,3.1354
Th,3/2/17,2381.92,529.614M,572.402M,1.9626,21.609,3.132
We,3/1/17,2395.96,658.417M,572.698M,1.9497,21.7289,3.1532
Tu,2/28/17,2363.64,769.353M,564.528M,1.9894,21.4128,3.1101
Mo,2/27/17,2369.75,487.224M,547.534M,1.9894,21.3966,3.1133
,,,,,,,
Fr,2/24/17,2367.34,610.654M,552.782M,1.9904,21.4527,3.1124
Th,2/23/17,2363.81,552.145M,550.889M,1.9905,21.424,3.1068
We,2/22/17,2362.82,521.32M,555.038M,1.9908,21.3743,3.0984
Tu,2/21/17,2365.38,578.578M,571.132M,1.9874,21.3945,3.0903
Mo,2/20/17,,,,,21.269,3.034
,,,,,,,
Fr,2/17/17,2351.16,666.247M,569.93M,1.9994,21.2693,3.034
Th,2/16/17,2347.22,536.903M,560.014M,2.0051,21.2556,3.0295
We,2/15/17,2349.25,576.084M,563.525M,2.0028,21.2626,3.0245
Tu,2/14/17,2337.58,547.311M,566.887M,2.0122,21.1585,3.0446
Mo,2/13/17,2328.25,502.337M,568.476M,2.0188,21.0091,3.0281
,,,,,,,
Fr,2/10/17,2316.1,512.915M,570.643M,2.0283,20.9028,3.0086
Th,2/9/17,2307.87,536.922M,584.476M,2.0351,20.8213,2.9968
We,2/8/17,2294.67,534.058M,582.796M,2.0455,21.0756,2.9705
Tu,2/7/17,2293.08,535.87M,581.2M,2.0445,21.061,2.9684
Mo,2/6/17,2292.56,514.444M,585.97M,2.0442,21.0558,2.9677
,,,,,,,
Fr,2/3/17,2297.42,565.946M,584.105M,2.0399,21.1002,2.974
Th,2/2/17,2280.85,582.253M,578.269M,2.0541,20.9481,2.9526
We,2/1/17,2279.55,614.381M,576.083M,2.0527,20.9361,2.9509
Tu,1/31/17,2278.87,762.734M,574.889M,2.053,20.9299,2.95
Mo,1/30/17,2280.9,560.541M,559.529M,2.051,20.9485,2.9526
,,,,,,,
Fr,1/27/17,2294.69,517.518M,554.507M,2.0385,21.0751,2.9705
Th,1/26/17,2296.68,589.562M,558.238M,2.0406,21.0934,2.9731
We,1/25/17,2298.37,626.51M,557.145M,2.0391,21.1089,2.9753
Tu,1/24/17,2280.07,571.145M,558.659M,2.0555,20.9408,2.9516
Mo,1/23/17,2265.2,534.84M,556.902M,2.069,20.8042,2.9323
,,,,,,,
Fr,1/20/17,2271.31,720.417M,544.244M,2.063,20.8603,2.9402
Th,1/19/17,2263.69,511.724M,521.652M,2.0695,20.7904,2.9304
We,1/18/17,2271.89,510.12M,507.533M,2.062,20.8657,2.941
