Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld,P/E,P/B
We,1/25/23,60205.06,8.067M,7.747M,1.308,24.2169,2.9784
Tu,1/24/23,60978.75,9.487M,7.739M,1.2914,24.5281,3.0167
Mo,1/23/23,60941.67,6.642M,7.551M,1.2901,24.5132,3.0148
Su,1/22/23,,,,,24.3845,2.999
,,,,,,,
Sa,1/21/23,,,,,24.3845,2.999
Fr,1/20/23,60621.77,6.322M,8.343M,1.299,24.3845,2.999
Th,1/19/23,60858.43,8.543M,8.457M,1.294,24.4797,3.0107
We,1/18/23,61045.74,6.917M,8.413M,1.29,24.555,3.02
Tu,1/17/23,60655.72,6.592M,8.62M,1.2983,24.3981,3.0007
Mo,1/16/23,60092.97,6.498M,8.92M,1.3104,24.1718,2.9729
Su,1/15/23,,,,,24.2394,2.9812
,,,,,,,
Sa,1/14/23,,,,,24.2394,2.9812
Fr,1/13/23,60261.18,7.222M,8.919M,1.204,24.2394,2.9812
Th,1/12/23,59958.03,6.11M,8.979M,1.2101,24.1175,2.9662
We,1/11/23,60105.5,9.682M,9.18M,1.2072,24.1768,2.9735
Tu,1/10/23,60115.48,8.53M,8.974M,1.207,24.1808,2.974
Mo,1/9/23,60747.31,8.027M,8.705M,1.1944,24.435,3.0052
Su,1/8/23,,,,,24.0943,2.9633
,,,,,,,
Sa,1/7/23,,,,,24.0943,2.9633
Fr,1/6/23,59900.37,8.637M,8.487M,1.2113,24.0943,2.9633
Th,1/5/23,60353.27,8.929M,8.375M,1.2022,24.2765,2.9857
We,1/4/23,60657.45,7.946M,8.154M,1.1962,24.3988,3.0008
Tu,1/3/23,61294.2,6.669M,8.005M,1.1837,24.655,3.0323
Mo,1/2/23,61167.79,18.524M,8.36M,1.1862,24.6041,3.026
Su,1/1/23,,,,,24.4726,3.0098
,,,,,,,
Sa,12/31/22,,,,,24.4726,3.0098
Fr,12/30/22,60840.74,8.035M,7.593M,1.1926,24.4726,3.0098
Th,12/29/22,61133.88,7.874M,7.542M,1.1868,24.5905,3.0244
We,12/28/22,60910.28,10.019M,7.932M,1.1912,24.5005,3.0133
Tu,12/27/22,60927.43,11.099M,7.586M,1.1909,24.5074,3.0141
Mo,12/26/22,60566.42,6.487M,7.251M,1.198,24.3622,2.9963
Su,12/25/22,,,,,24.0721,2.9606
,,,,,,,
Sa,12/24/22,,,,,24.0721,2.9606
Fr,12/23/22,59845.29,8.119M,7.692M,1.2124,24.0721,2.9606
Th,12/22/22,60826.22,9.13M,7.577M,1.1928,24.4667,3.0091
We,12/21/22,61067.24,6.591M,8.121M,1.2029,24.5637,3.0211
Tu,12/20/22,61702.29,4.487M,8.277M,1.1905,24.8191,3.0525
Mo,12/19/22,61806.19,4.758M,8.727M,1.1885,24.8609,3.0576
Su,12/18/22,,,,,24.6725,3.0344
,,,,,,,
Sa,12/17/22,,,,,24.6725,3.0344
Fr,12/16/22,61337.81,6.958M,8.874M,1.2066,24.6725,3.0344
Th,12/15/22,61799.03,5.615M,8.885M,1.1976,24.858,3.0573
We,12/14/22,62677.91,5.706M,9.022M,1.1808,25.2115,3.1007
Tu,12/13/22,62533.3,11.993M,9.292M,1.1835,25.1534,3.0936
Mo,12/12/22,62130.57,7.022M,9.142M,1.1912,24.9914,3.0737
Su,12/11/22,,,,,25.0119,3.0762
,,,,,,,
Sa,12/10/22,,,,,25.0119,3.0762
Fr,12/9/22,62181.67,7.267M,9.201M,1.1902,25.0119,3.0762
Th,12/8/22,62570.68,13.73M,9.425M,1.1828,25.1684,3.0954
We,12/7/22,62410.68,4.825M,9.113M,1.1858,25.104,3.0875
Tu,12/6/22,62626.36,6.069M,9.232M,1.1817,25.1908,3.0982
Mo,12/5/22,62834.6,13.109M,9.589M,1.1778,25.2746,3.1085
Su,12/4/22,,,,,25.2882,3.1102
,,,,,,,
Sa,12/3/22,,,,,25.2882,3.1102
Fr,12/2/22,62868.5,6.394M,10.091M,1.1772,25.2882,3.1102
Th,12/1/22,63284.19,17.29M,10.627M,1.1695,25.4554,3.1307
We,11/30/22,63099.65,8.929M,10.152M,1.1729,25.3812,3.1216
Tu,11/29/22,62681.84,11.236M,10.163M,1.1807,25.2131,3.1009
Mo,11/28/22,62504.8,6.972M,10.549M,1.184,25.1419,3.0922
Su,11/27/22,,,,,25.057,3.0817
,,,,,,,
Sa,11/26/22,,,,,25.057,3.0817
Fr,11/25/22,62293.64,7.118M,10.992M,1.1881,25.057,3.0817
Th,11/24/22,62272.68,7.665M,12.181M,1.1885,25.0485,3.0807
We,11/23/22,61510.58,9.759M,12.393M,1.2032,24.742,3.043
Tu,11/22/22,61418.96,9.745M,15.619M,1.205,24.7051,3.0385
Mo,11/21/22,61144.84,7.915M,15.504M,1.2104,24.5949,3.0249
Su,11/20/22,,,,,24.8035,3.0506
,,,,,,,
Sa,11/19/22,,,,,24.8035,3.0506
Fr,11/18/22,61663.48,10.615M,15.641M,1.2002,24.8035,3.0506
Th,11/17/22,61750.6,9.06M,15.569M,1.1985,24.8385,3.0549
We,11/16/22,61980.72,6.608M,15.96M,1.1941,24.9311,3.0662
Tu,11/15/22,61872.99,11.426M,15.662M,1.1961,24.8878,3.0609
Mo,11/14/22,61624.15,20.639M,15.617M,1.201,24.7877,3.0486
Su,11/13/22,,,,,24.8564,3.0571
,,,,,,,
Sa,11/12/22,,,,,24.8564,3.0571
Fr,11/11/22,61795.04,14.428M,14.818M,1.1928,24.8564,3.0571
Th,11/10/22,60613.7,10.168M,14.312M,1.216,24.3812,2.9986
We,11/9/22,61033.55,9.098M,14.209M,1.2077,24.5501,3.0194
Tu,11/8/22,,,,,24.6111,3.0269
Mo,11/7/22,61185.15,17.027M,17.171M,1.1883,24.6111,3.0269
Su,11/6/22,,,,,24.5166,3.0153
,,,,,,,
Sa,11/5/22,,,,,24.5166,3.0153
Fr,11/4/22,60950.36,13.604M,16.662M,1.1929,24.5527,3.0916
Th,11/3/22,60836.41,24.962M,16.389M,1.1951,24.5068,3.0858
We,11/2/22,60906.09,10.835M,15.232M,1.1937,24.5349,3.0893
Tu,11/1/22,61121.35,58.152M,18.021M,1.2032,24.6216,3.1003
Mo,10/31/22,60746.59,8.017M,14.599M,1.208,24.4516,3.0812
Su,10/30/22,,,,,24.8079,3.0322
,,,,,,,
Sa,10/29/22,,,,,24.8079,3.0322
Fr,10/28/22,59959.85,9.973M,14.548M,1.2171,24.8079,3.0322
Th,10/27/22,59756.84,9.539M,14.523M,1.2212,24.7239,3.022
We,10/26/22,,,,,24.6358,3.0112
Tu,10/25/22,59543.96,14.927M,14.314M,1.2174,24.6358,3.0112
Mo,10/24/22,59831.66,2.13M,13.856M,1.2116,24.7549,3.0257
Su,10/23/22,,,,,24.5379,2.9992
,,,,,,,
Sa,10/22/22,,,,,24.5379,2.9992
Fr,10/21/22,59307.15,10.76M,14.535M,1.2223,24.5379,2.9992
Th,10/20/22,59202.9,8.648M,14.58M,1.2245,24.4947,2.9939
We,10/19/22,59107.19,6.839M,15.787M,1.2264,24.4551,2.9891
Tu,10/18/22,58960.6,8.618M,16.259M,1.2295,24.3945,2.9817
Mo,10/17/22,58410.98,53.539M,16.877M,1.2411,24.1671,2.9539
Su,10/16/22,,,,,23.9639,2.9291
,,,,,,,
Sa,10/15/22,,,,,23.9639,2.9291
Fr,10/14/22,57919.97,9.396M,14.301M,1.25,23.9639,2.9291
Th,10/13/22,57235.33,9.497M,14.344M,1.265,23.6807,2.8944
We,10/12/22,57625.91,7.616M,14.285M,1.2564,23.8423,2.9142
Tu,10/11/22,57147.32,52.659M,14.47M,1.2669,23.6442,2.89
Mo,10/10/22,57991.11,6.831M,14.826M,1.2485,23.9934,2.9327
Su,10/9/22,,,,,24.0762,2.9428
,,,,,,,
Sa,10/8/22,,,,,24.0762,2.9428
Fr,10/7/22,58191.29,7.257M,15.272M,1.2442,24.0762,2.9428
Th,10/6/22,58222.1,9.598M,15.478M,1.2435,24.0889,2.9443
We,10/5/22,,,,,24.0241,2.9364
Tu,10/4/22,58065.47,6.397M,16.152M,1.2469,24.0241,2.9364
Mo,10/3/22,56788.81,8.061M,16.294M,1.2749,23.4959,2.8719
Su,10/2/22,,,,,23.7599,2.9041
,,,,,,,
Sa,10/1/22,,,,,23.7599,2.9041
Fr,9/30/22,57426.92,12.314M,16.707M,1.2608,23.7599,2.9041
Th,9/29/22,56409.96,11.426M,16.759M,1.2835,23.3392,2.8527
We,9/28/22,56598.28,26.767M,16.805M,1.2792,23.4171,2.8622
Tu,9/27/22,57107.52,13.913M,15.623M,1.2678,23.6278,2.888
Mo,9/26/22,57145.22,17.884M,15.618M,1.267,23.6434,2.8899
Su,9/25/22,,,,,24.038,2.9381
,,,,,,,
Sa,9/24/22,,,,,24.038,2.9381
Fr,9/23/22,58098.92,14.897M,15.283M,1.2462,24.038,2.9381
Th,9/22/22,59119.72,10.047M,15.006M,1.2247,24.4603,2.9897
We,9/21/22,59456.78,8.611M,15.617M,1.2177,24.5998,3.0068
Tu,9/20/22,59719.74,10.385M,15.898M,1.218,24.7086,3.0201
Mo,9/19/22,59141.23,58M,16.17M,1.2299,24.4692,2.9908
Su,9/18/22,,,,,24.3449,2.9756
,,,,,,,
Sa,9/17/22,,,,,24.3449,2.9756
Fr,9/16/22,58840.79,13.524M,12.906M,1.2362,24.3449,2.9756
Th,9/15/22,59934.01,10.343M,12.654M,1.2136,24.7972,3.0309
We,9/14/22,60346.97,19.708M,12.755M,1.2053,24.9681,3.0518
Tu,9/13/22,60571.08,8.525M,12.305M,1.2009,25.0608,3.0631
Mo,9/12/22,60115.13,14.255M,12.446M,1.21,24.8722,3.0401
Su,9/11/22,,,,,24.7389,3.0238
,,,,,,,
Sa,9/10/22,,,,,24.7389,3.0238
Fr,9/9/22,59793.14,13.105M,12.277M,1.2165,24.7389,3.0238
Th,9/8/22,59688.22,12.113M,12.133M,1.2186,24.6955,3.0185
We,9/7/22,59028.91,9.041M,11.97M,1.2322,24.4227,2.9851
Tu,9/6/22,59196.99,13.834M,12.016M,1.2287,24.4923,2.9936
Mo,9/5/22,59245.98,12.856M,12.041M,1.2277,24.5126,2.9961
Su,9/4/22,,,,,24.3294,2.9737
,,,,,,,
Sa,9/3/22,,,,,24.3294,2.9737
Fr,9/2/22,58803.33,10.745M,11.9M,1.237,24.3294,2.9737
Th,9/1/22,58766.59,19.206M,11.836M,1.2377,24.3142,2.9719
We,8/31/22,,,,,24.633,3.0108
Tu,8/30/22,59537.07,12.825M,11.21M,1.2217,24.633,3.0108
Mo,8/29/22,57972.62,14.471M,10.973M,1.2547,23.9857,2.9317
Su,8/28/22,,,,,24.342,2.9753
,,,,,,,
Sa,8/27/22,,,,,24.342,2.9753
Fr,8/26/22,58833.87,9.04M,10.602M,1.2363,24.342,2.9753
Th,8/25/22,58774.72,9.75M,10.477M,1.2376,24.3176,2.9723
We,8/24/22,59085.43,11.847M,10.858M,1.2311,24.4461,2.988
Tu,8/23/22,59031.3,12.959M,14.907M,1.2322,24.4237,2.9853
Mo,8/22/22,58773.87,10.649M,15.162M,1.2376,24.3172,2.9722
Su,8/21/22,,,,,24.6781,3.0164
,,,,,,,
Sa,8/20/22,,,,,24.6781,3.0164
Fr,8/19/22,59646.15,11.716M,15.376M,1.2195,24.6781,3.0164
Th,8/18/22,60298,10.937M,14.845M,1.2173,24.9478,3.0493
We,8/17/22,60260.13,9.676M,14.441M,1.1775,24.9321,3.0474
Tu,8/16/22,59842.21,9.734M,14.204M,1.1857,24.7592,3.0263
Mo,8/15/22,,,,,24.602,3.0071
Su,8/14/22,,,,,24.602,3.0071
,,,,,,,
Sa,8/13/22,,,,,24.602,3.0071
Fr,8/12/22,59462.78,14.206M,13.992M,1.1933,24.602,3.0071
Th,8/11/22,59332.6,10.733M,13.491M,1.1959,24.5482,3.0005
We,8/10/22,58817.29,9.795M,13.231M,1.2028,24.335,2.9744
Tu,8/9/22,,,,,24.3498,2.9763
Mo,8/8/22,58853.07,9.815M,13.038M,1.2031,24.3498,2.9763
Su,8/7/22,,,,,24.0717,2.9872
,,,,,,,
Sa,8/6/22,,,,,24.0697,2.9872
Fr,8/5/22,58387.93,9.274M,16.638M,1.2177,24.1462,3.0586
Th,8/4/22,58298.8,8.904M,16.395M,1.2196,24.1056,3.1952
We,8/3/22,58350.53,7.157M,16.115M,1.2185,24.127,3.198
Tu,8/2/22,58136.36,15.463M,16.015M,1.2199,24.0385,3.1863
Mo,8/1/22,58115.5,72.59M,15.401M,1.2202,24.0267,3.1851
Su,7/31/22,,,,,23.8012,3.1552
,,,,,,,
Sa,7/30/22,,,,,23.8012,3.1552
Fr,7/29/22,57570.25,16.782M,10.968M,1.2206,23.8012,3.1552
Th,7/28/22,56857.79,13.859M,10.351M,1.2359,24.3196,3.521
We,7/27/22,55816.32,3.754M,9.928M,1.2935,23.8706,3.4565
Tu,7/26/22,55268.49,4.876M,10.662M,1.3063,23.6362,3.4226
Mo,7/25/22,55766.22,6.123M,10.792M,1.2946,23.8491,3.4534
Su,7/24/22,,,,,23.9799,3.4723
,,,,,,,
Sa,7/23/22,,,,,23.9745,3.4723
Fr,7/22/22,56072.23,6.548M,10.848M,1.3023,23.9745,3.4723
Th,7/21/22,55681.95,6.688M,10.893M,1.3114,23.8076,3.4482
We,7/20/22,55397.53,6.831M,10.823M,1.2608,23.686,3.4306
Tu,7/19/22,54767.62,6.903M,10.716M,1.2753,23.4167,3.3916
Mo,7/18/22,54521.15,63.818M,10.624M,1.274,23.3113,3.3763
Su,7/17/22,,,,,22.9862,3.3292
,,,,,,,
Sa,7/16/22,,,,,22.9862,3.3292
Fr,7/15/22,53760.78,5.625M,6.722M,1.292,22.9862,3.3292
Th,7/14/22,53416.15,4.708M,6.679M,1.3003,22.8388,3.3079
We,7/13/22,53514.15,5.654M,6.738M,1.2918,22.8807,3.3139
Tu,7/12/22,53886.61,6.262M,6.745M,1.2829,23.03,3.337
Mo,7/11/22,54395.23,6.082M,6.67M,1.2709,23.2474,3.3685
Su,7/10/22,,,,,23.2844,3.3739
,,,,,,,
Sa,7/9/22,,,,,23.2844,3.3739
Fr,7/8/22,54481.84,7.536M,6.729M,1.2679,23.2844,3.3739
Th,7/7/22,54178.46,7.508M,6.778M,1.2726,23.1548,3.3551
We,7/6/22,53750.97,14.765M,6.89M,1.2782,22.9721,3.3286
Tu,7/5/22,53134.35,6.825M,6.3M,1.293,22.7085,3.2904
Mo,7/4/22,53234.77,6.974M,6.307M,1.2906,22.7509,3.2966
Su,7/3/22,,,,,22.61,3.2764
,,,,,,,
Sa,7/2/22,,,,,22.61,3.2764
Fr,7/1/22,52907.93,7.223M,6.341M,1.2986,22.61,3.2764
Th,6/30/22,53018.94,5.628M,6.177M,1.2959,22.6505,3.2833
We,6/29/22,53026.97,5.23M,6.2M,1.2911,22.6539,3.2838
Tu,6/28/22,53177.45,5.523M,6.254M,1.2875,22.7186,3.2015
Mo,6/27/22,53161.28,5.279M,6.129M,1.2879,22.7117,3.2005
Su,6/26/22,,,,,22.5236,3.1744
,,,,,,,
Sa,6/25/22,,,,,22.5236,3.1744
Fr,6/24/22,52727.98,4.986M,6.064M,1.2984,22.5236,3.1744
Th,6/23/22,52265.72,5.588M,6.127M,1.3099,22.3261,3.1466
We,6/22/22,51822.53,5.764M,6.145M,1.3211,22.1368,3.1199
Tu,6/21/22,52532.07,5.144M,6.249M,1.3033,22.4369,3.1626
Mo,6/20/22,51597.84,6.963M,6.458M,1.3269,22.0379,3.1064
Su,6/19/22,,,,,21.9365,3.0921
,,,,,,,
Sa,6/18/22,,,,,21.9365,3.0921
Fr,6/17/22,51360.42,8.272M,6.39M,1.3332,21.9365,3.0921
Th,6/16/22,51495.79,9.187M,6.307M,1.3297,21.9943,3.1003
We,6/15/22,52541.39,5.913M,6.193M,1.3032,22.4409,3.1632
Tu,6/14/22,52693.57,6.937M,6.209M,1.2618,22.5058,3.1724
Mo,6/13/22,52846.7,7.483M,6.121M,1.2582,22.5713,3.1816
Su,6/12/22,,,,,23.1934,3.2693
,,,,,,,
Sa,6/11/22,,,,,23.1934,3.2693
Fr,6/10/22,54303.44,4.763M,6.095M,1.2244,23.1934,3.2693
Th,6/9/22,55320.28,5.967M,6.283M,1.2019,23.6277,3.3305
We,6/8/22,54892.49,6.044M,6.495M,1.2019,23.4264,3.3048
Tu,6/7/22,55107.34,3.643M,6.48M,1.1972,23.518,3.3177
Mo,6/6/22,55675.32,4.298M,6.733M,1.185,23.7604,3.3519
Su,6/5/22,,,,,23.802,3.3575
,,,,,,,
Sa,6/4/22,,,,,23.802,3.3575
Fr,6/3/22,55769.23,5.939M,6.765M,1.183,23.7988,3.3575
Th,6/2/22,55818.11,5.855M,6.988M,1.182,23.8196,3.3605
We,6/1/22,55381.17,7.326M,7.055M,1.1913,23.6332,3.3342
Tu,5/31/22,55566.41,8.274M,7.044M,1.1873,23.5139,3.3453
Mo,5/30/22,55925.74,5.944M,7.029M,1.1539,23.6659,3.367
Su,5/29/22,,,,,23.1996,3.3043
,,,,,,,
Sa,5/28/22,,,,,23.1996,3.3043
Fr,5/27/22,54884.66,7.037M,7.25M,1.1757,23.2132,3.3043
Th,5/26/22,54252.53,7.475M,7.317M,1.1894,22.9458,3.2662
We,5/25/22,53749.26,6.151M,7.367M,1.1862,22.733,3.2359
Tu,5/24/22,54052.61,5.618M,10.341M,1.1482,22.8613,3.2542
Mo,5/23/22,54288.61,7.092M,10.494M,1.1432,22.9611,3.2684
Su,5/22/22,,,,,22.977,3.2707
,,,,,,,
Sa,5/21/22,,,,,22.977,3.2707
Fr,5/20/22,54326.39,7.584M,10.655M,1.1424,23.0518,3.2707
Th,5/19/22,52792.23,9.149M,10.623M,1.1756,22.4328,3.1773
We,5/18/22,54208.53,5.815M,10.452M,1.1448,23.0316,3.2625
Tu,5/17/22,54318.47,7.444M,10.553M,1.1425,23.0606,3.2691
Mo,5/16/22,52973.84,4.772M,10.527M,1.1715,22.4415,3.187
Su,5/15/22,,,,,22.3651,3.1762
,,,,,,,
Sa,5/14/22,,,,,22.3651,3.1762
Fr,5/13/22,52793.62,9.279M,10.714M,1.1755,22.3651,3.1762
Th,5/12/22,52930.31,6.859M,10.629M,1.1725,22.5202,3.2057
We,5/11/22,54088.39,7.173M,10.677M,1.0829,22.9852,3.2758
Tu,5/10/22,54364.85,8.043M,11.096M,1.0774,23.1041,3.2926
Mo,5/9/22,54470.67,9.26M,11.457M,1.0753,23.1439,3.2992
Su,5/8/22,,,,,23.299,3.3213
,,,,,,,
Sa,5/7/22,,,,,23.299,3.3213
Fr,5/6/22,54835.58,8.046M,11.281M,1.0681,23.299,3.3213
Th,5/5/22,55702.23,8.224M,11.243M,1.0515,24.4406,3.0713
We,5/4/22,55669.03,50.75M,11.292M,1.0521,24.4261,3.0694
Tu,5/3/22,,,,,25.0526,3.1415
Mo,5/2/22,56975.99,7.921M,8.471M,1.028,25.1743,3.1415
Su,5/1/22,,,,,25.7201,3.1462
,,,,,,,
Sa,4/30/22,,,,,25.7201,3.1462
Fr,4/29/22,57060.87,9.502M,8.494M,1.0265,25.7201,3.1462
Th,4/28/22,57521.06,7.114M,8.566M,1.035,25.9109,3.1716
We,4/27/22,56819.39,6.573M,8.543M,1.0275,25.5555,3.1329
Tu,4/26/22,57356.61,7.339M,8.943M,1.0178,25.7952,3.1625
Mo,4/25/22,56579.89,7.047M,8.882M,1.0318,25.4586,3.1197
Su,4/24/22,,,,,25.7353,3.1537
,,,,,,,
Sa,4/23/22,,,,,25.7377,3.1537
Fr,4/22/22,57197.15,7.578M,8.704M,1.0207,25.7377,3.1537
Th,4/21/22,57911.68,8M,8.617M,1.0081,26.0592,3.1931
We,4/20/22,57037.5,7.579M,8.888M,1.0296,25.6662,3.1449
Tu,4/19/22,56463.15,13.46M,8.803M,1.0401,25.4261,3.1132
Mo,4/18/22,57166.74,13.461M,8.362M,1.0273,25.743,3.152
Su,4/17/22,,,,,26.262,3.2167
,,,,,,,
Sa,4/16/22,,,,,26.265,3.2167
Fr,4/15/22,,,,,26.265,3.2167
Th,4/14/22,,,,,26.265,3.2167
We,4/13/22,58338.93,6.618M,10.893M,1.0044,26.265,3.2167
Tu,4/12/22,58576.37,7.472M,11.059M,1.0003,26.3723,3.2297
Mo,4/11/22,58964.57,8.966M,11.083M,0.9937,26.5772,3.2512
Su,4/10/22,,,,,26.7899,3.2778
,,,,,,,
Sa,4/9/22,,,,,26.847,3.2778
Fr,4/8/22,59447.18,8.433M,10.909M,0.9857,26.847,3.2778
Th,4/7/22,59034.95,8.273M,10.824M,0.9926,26.6675,3.255
We,4/6/22,59610.41,10.577M,10.731M,0.983,26.9236,3.2868
Tu,4/5/22,60176.5,6.763M,10.568M,0.9737,27.1777,3.318
Mo,4/4/22,60611.74,12.574M,10.721M,0.9581,27.3785,3.342
Su,4/3/22,,,,,26.6251,3.2684
,,,,,,,
Sa,4/2/22,,,,,26.625,3.2684
Fr,4/1/22,59276.69,6.422M,10.528M,0.9797,26.6255,3.2684
Th,3/31/22,58568.51,4.384M,10.754M,0.9915,26.3064,3.2293
We,3/30/22,58683.99,6.275M,11.399M,0.9896,26.3566,3.2357
Tu,3/29/22,57943.65,12.063M,12.066M,1.0022,26.025,3.1949
Mo,3/28/22,57593.49,6.296M,12.403M,1.0083,25.8678,3.1756
Su,3/27/22,,,,,25.7637,3.1628
,,,,,,,
Sa,3/26/22,,,,,25.7637,3.1628
Fr,3/25/22,57362.2,6.85M,12.716M,1.0124,25.7637,3.1628
Th,3/24/22,57595.68,51.428M,12.92M,1.0083,25.8818,3.1757
We,3/23/22,57684.82,9.106M,10.321M,1.0067,25.9217,3.1806
Tu,3/22/22,57989.3,7.829M,10.229M,1.0014,26.0591,3.1974
Mo,3/21/22,57292.49,6.368M,10.365M,1.0136,25.7455,3.159
Su,3/20/22,,,,,26.0006,3.1905
,,,,,,,
Sa,3/19/22,,,,,26.0005,3.1905
Fr,3/18/22,,,,,26.0005,3.1905
Th,3/17/22,57863.93,7.151M,10.981M,1.0035,26.0005,3.1905
We,3/16/22,56816.65,6.87M,10.917M,1.022,25.5299,3.1327
Tu,3/15/22,55776.85,8.135M,11.401M,1.0411,25.067,3.0754
Mo,3/14/22,56486.02,9.066M,11.301M,1.028,25.3853,3.1145
Su,3/13/22,,,,,24.9649,3.0629
,,,,,,,
Sa,3/12/22,,,,,24.9649,3.0629
Fr,3/11/22,55550.3,9.671M,11.352M,1.0453,24.9649,3.0629
Th,3/10/22,55464.39,9.819M,11.136M,1.0469,24.9313,3.0582
We,3/9/22,54647.33,14.064M,10.968M,1.0626,24.5637,3.0131
Tu,3/8/22,53424.09,16.28M,10.694M,1.0869,24.01,2.9457
Mo,3/7/22,52842.75,17.115M,10.165M,1.0989,23.7457,2.9136
Su,3/6/22,,,,,24.4157,2.9958
,,,,,,,
Sa,3/5/22,,,,,24.4153,2.9958
Fr,3/4/22,54333.81,10.985M,9.404M,1.0687,24.4152,2.9958
Th,3/3/22,55102.68,9.914M,9.117M,1.0538,24.7607,3.0382
We,3/2/22,55468.9,12.442M,8.848M,1.0468,24.9243,3.0584
Tu,3/1/22,,,,,25.5298,3.1013
Mo,2/28/22,56247.28,7.733M,8.613M,1.0323,25.5294,3.1013
Su,2/27/22,,,,,25.3524,3.0799
,,,,,,,
Sa,2/26/22,,,,,25.3553,3.0799
Fr,2/25/22,55858.52,9.869M,8.866M,1.0395,25.3553,3.0799
Th,2/24/22,54529.91,15.601M,8.693M,1.0649,24.7534,3.0066
We,2/23/22,57232.06,6.186M,8.125M,1.0146,25.98,3.1556
Tu,2/22/22,57300.68,14.142M,8.283M,1.0134,26.0109,3.1594
Mo,2/21/22,57683.59,6.631M,8.27M,1.0066,26.1847,3.1805
Su,2/20/22,,,,,26.2642,3.1888
,,,,,,,
Sa,2/19/22,,,,,26.2642,3.1888
Fr,2/18/22,57832.97,9.826M,8.32M,1.004,26.2642,3.1888
Th,2/17/22,57892.01,6.439M,8.533M,1.003,26.2919,3.192
We,2/16/22,57996.68,7.287M,8.789M,1.0012,26.3191,3.1976
Tu,2/15/22,58142.05,9.962M,8.999M,0.987,26.3848,3.2056
Mo,2/14/22,56405.84,8.338M,9.054M,1.0174,25.614,3.1099
Su,2/13/22,,,,,26.4076,3.2062
,,,,,,,
Sa,2/12/22,,,,,26.4266,3.2062
Fr,2/11/22,58152.92,5.707M,9.005M,0.9901,26.4266,3.2062
Th,2/10/22,58926.03,6.676M,9.411M,0.9771,26.7656,3.2488
We,2/9/22,58465.97,5.877M,9.43M,0.9848,26.5881,3.2235
Tu,2/8/22,57808.58,8.915M,9.868M,0.9936,26.2892,3.1872
Mo,2/7/22,57621.19,11.54M,9.782M,0.9968,26.2225,3.1718
Su,2/6/22,,,,,26.7135,3.2281
,,,,,,,
Sa,2/5/22,,,,,26.7296,3.2281
Fr,2/4/22,58644.82,7.272M,9.476M,0.9794,26.8008,3.3055
Th,2/3/22,58788.02,7.084M,9.613M,0.977,26.8717,3.3135
We,2/2/22,59558.33,8.547M,9.557M,0.9573,26.9603,3.3569
Tu,2/1/22,58862.57,13.956M,9.417M,0.9686,26.9137,3.3177
Mo,1/31/22,58014.17,7.369M,8.992M,0.9828,26.5229,3.2699
Su,1/30/22,,,,,26.2268,3.224
,,,,,,,
Sa,1/29/22,,,,,26.2213,3.224
Fr,1/28/22,57200.23,13.022M,9.054M,0.9968,30.7523,3.3919
Th,1/27/22,57276.94,10.281M,8.587M,0.9954,30.7935,3.3965
We,1/26/22,,,,,31.106,3.4309
Tu,1/25/22,57858.15,10.436M,8.476M,0.9854,31.106,3.4309
Mo,1/24/22,57491.51,10.792M,8.387M,0.9917,30.9089,3.4092
Su,1/23/22,,,,,31.7399,3.5009
,,,,,,,
Sa,1/22/22,,,,,31.7399,3.5009
Fr,1/21/22,59037.18,7.598M,8.215M,0.9657,31.7399,3.5009
Th,1/20/22,59464.62,11.798M,8.175M,0.9588,31.9697,3.5262
We,1/19/22,60098.82,6.959M,7.873M,0.9391,32.3107,3.5638
Tu,1/18/22,60754.86,12.457M,7.761M,0.9274,32.6634,3.6027
Mo,1/17/22,61308.91,7.62M,7.294M,0.9191,32.9612,3.6356
Su,1/16/22,,,,,32.9151,3.6305
,,,,,,,
Sa,1/15/22,,,,,32.9151,3.6305
Fr,1/14/22,61223.03,6.944M,7.163M,0.9203,32.9151,3.6305
Th,1/13/22,61235.3,9.331M,7.128M,0.9202,32.9217,3.6312
We,1/12/22,61150.04,6.247M,6.909M,0.9214,32.8758,3.6261
Tu,1/11/22,60616.89,6.451M,6.898M,0.9295,32.5892,3.5945
Mo,1/10/22,60395.63,7.574M,6.964M,0.933,32.4702,3.5814
Su,1/9/22,,,,,32.1202,3.5428
,,,,,,,
Sa,1/8/22,,,,,32.1202,3.5428
Fr,1/7/22,59744.65,8.304M,7.348M,0.9431,32.1202,3.5428
Th,1/6/22,59601.84,6.018M,7.366M,0.9454,32.0435,3.5343
We,1/5/22,60223.15,8.613M,7.311M,0.9356,32.3775,3.5712
Tu,1/4/22,59855.93,9.105M,7.243M,0.9414,32.1801,3.5494
Mo,1/3/22,59183.22,8.202M,7.087M,0.9521,31.8184,3.5095
Su,1/2/22,,,,,31.3187,3.4544
,,,,,,,
Sa,1/1/22,,,,,31.3187,3.4544
Fr,12/31/21,58253.82,7.002M,6.932M,0.9673,31.3187,3.4544
Th,12/30/21,57794.32,7.262M,6.836M,0.9749,31.0717,3.4272
We,12/29/21,57806.49,5.282M,6.881M,0.9802,31.0782,3.4279
Tu,12/28/21,57897.48,5.453M,7.423M,0.9786,31.1272,3.4333
Mo,12/27/21,57420.24,5.661M,7.785M,0.9868,30.8706,3.405
Su,12/26/21,,,,,30.7115,3.3874
,,,,,,,
